대여일자,대여건수,성별,연령대코드,신규가입자수
2018-11-01,,,40~49,216
2018-11-01,,,50~59,84
2018-11-01,,,60~69,8
2018-11-01,,,70~~,3
2018-11-01,41911,,,
2018-11-02,,,~~19,175
2018-11-02,,,20~29,806
2018-11-02,,,30~39,295
2018-11-02,,,40~49,176
2018-11-02,,,50~59,69
2018-11-02,,,60~69,21
2018-11-02,,,70~~,7
2018-11-02,44917,,,
2018-11-03,,,~~19,271
2018-11-03,,,20~29,1410
2018-11-03,,,30~39,479
2018-11-03,,,40~49,293
2018-11-03,,,50~59,92
2018-11-03,,,60~69,16
2018-11-03,,,70~~,2
2018-11-03,40640,,,
2018-11-04,,,~~19,290
2018-11-04,,,20~29,1533
2018-11-04,,,30~39,515
2018-11-04,,,40~49,310
2018-11-04,,,50~59,123
2018-11-04,,,60~69,16
2018-11-04,,,70~~,3
2018-11-04,39973,,,
2018-11-05,,,~~19,153
2018-11-05,,,20~29,755
2018-11-05,,,30~39,271
2018-11-05,,,40~49,140
2018-11-05,,,50~59,70
2018-11-05,,,60~69,17
2018-11-05,,,70~~,2
2018-11-05,43870,,,
2018-11-06,,,~~19,135
2018-11-06,,,20~29,557
2018-11-06,,,30~39,216
2018-11-06,,,40~49,124
2018-11-06,,,50~59,46
2018-11-06,,,60~69,11
2018-11-06,,,70~~,2
2018-11-06,39680,,,
2018-11-07,,,~~19,91
2018-11-07,,,20~29,370
2018-11-07,,,30~39,135
2018-11-07,,,40~49,101
2018-11-07,,,50~59,41
2018-11-07,,,60~69,9
2018-11-07,,,70~~,1
2018-11-07,29492,,,
2018-11-08,,,~~19,20
2018-11-08,,,20~29,111
2018-11-08,,,30~39,48
2018-11-08,,,40~49,54
2018-11-08,,,50~59,34
2018-11-08,,,60~69,13
2018-11-08,,,70~~,1
2018-11-08,2730,,,
2018-11-09,,,~~19,127
2018-11-09,,,20~29,510
2018-11-09,,,30~39,167
2018-11-09,,,40~49,99
2018-11-09,,,50~59,34
2018-11-09,,,60~69,4
2018-11-09,,,70~~,2
2018-11-09,34673,,,
2018-11-10,,,~~19,250
2018-11-10,,,20~29,956
2018-11-10,,,30~39,281
2018-11-10,,,40~49,142
2018-11-10,,,50~59,65
2018-11-10,,,60~69,14
2018-11-10,,,70~~,6
2018-11-10,34194,,,
2018-11-11,,,~~19,131
2018-11-11,,,20~29,603
2018-11-11,,,30~39,169
2018-11-11,,,40~49,121
2018-11-11,,,50~59,53
2018-11-11,,,60~69,15
2018-11-11,,,70~~,1
2018-11-11,23926,,,
2018-11-12,,,~~19,100
2018-11-12,,,20~29,564
2018-11-12,,,30~39,155
2018-11-12,,,40~49,101
2018-11-12,,,50~59,33
2018-11-12,,,60~69,17
2018-11-12,,,70~~,2
2018-11-12,38706,,,
2018-11-13,,,~~19,106
2018-11-13,,,20~29,502
2018-11-13,,,30~39,213
2018-11-13,,,40~49,114
2018-11-13,,,50~59,55
2018-11-13,,,60~69,18
2018-11-13,,,70~~,4
2018-11-13,40263,,,
2018-11-14,,,~~19,161
2018-11-14,,,20~29,537
2018-11-14,,,30~39,203
2018-11-14,,,40~49,99
2018-11-14,,,50~59,42
2018-11-14,,,60~69,13
2018-11-14,,,70~~,2
2018-11-14,41973,,,
2018-11-15,,,~~19,146
2018-11-15,,,20~29,468
2018-11-15,,,30~39,189
2018-11-15,,,40~49,131
2018-11-15,,,50~59,50
2018-11-15,,,60~69,10
2018-11-15,,,70~~,1
2018-11-15,39702,,,
2018-11-16,,,~~19,190
2018-11-16,,,20~29,434
2018-11-16,,,30~39,164
2018-11-16,,,40~49,116
2018-11-16,,,50~59,47
2018-11-16,,,60~69,8
2018-11-16,,,70~~,3
2018-11-16,37629,,,
2018-11-17,,,~~19,211
2018-11-17,,,20~29,614
2018-11-17,,,30~39,209
2018-11-17,,,40~49,135
2018-11-17,,,50~59,69
2018-11-17,,,60~69,5
2018-11-17,28167,,,
2018-11-18,,,~~19,213
2018-11-18,,,20~29,679
2018-11-18,,,30~39,217
2018-11-18,,,40~49,140
2018-11-18,,,50~59,60
2018-11-18,,,60~69,15
2018-11-18,,,70~~,6
2018-11-18,26464,,,
2018-11-19,,,~~19,120
2018-11-19,,,20~29,411
2018-11-19,,,30~39,157
2018-11-19,,,40~49,77
2018-11-19,,,50~59,37
2018-11-19,,,60~69,6
2018-11-19,,,70~~,2
2018-11-19,34352,,,
2018-11-20,,,~~19,122
2018-11-20,,,20~29,382
2018-11-20,,,30~39,118
2018-11-20,,,40~49,90
2018-11-20,,,50~59,43
2018-11-20,,,60~69,9
2018-11-20,,,70~~,2
2018-11-20,34855,,,
2018-11-21,,,~~19,94
2018-11-21,,,20~29,223
2018-11-21,,,30~39,92
2018-11-21,,,40~49,63
2018-11-21,,,50~59,34
2018-11-21,,,60~69,8
2018-11-21,,,70~~,1
2018-11-21,28140,,,
2018-11-22,,,~~19,111
2018-11-22,,,20~29,205
2018-11-22,,,30~39,96
2018-11-22,,,40~49,63
2018-11-22,,,50~59,29
2018-11-22,,,60~69,6
2018-11-22,,,70~~,3
2018-11-22,29239,,,
2018-11-23,,,~~19,129
2018-11-23,,,20~29,257
2018-11-23,,,30~39,99
2018-11-23,,,40~49,54
2018-11-23,,,50~59,29
2018-11-23,,,60~69,5
2018-11-23,28620,,,
2018-11-24,,,~~19,79
2018-11-24,,,20~29,175
2018-11-24,,,30~39,48
2018-11-24,,,40~49,41
2018-11-24,,,50~59,21
2018-11-24,,,60~69,2
2018-11-24,,,70~~,1
2018-11-24,11255,,,
2018-11-25,,,~~19,180
2018-11-25,,,20~29,458
2018-11-25,,,30~39,139
2018-11-25,,,40~49,93
2018-11-25,,,50~59,39
2018-11-25,,,60~69,11
2018-11-25,,,70~~,2
2018-11-25,19946,,,
2018-11-26,,,~~19,129
2018-11-26,,,20~29,327
2018-11-26,,,30~39,98
2018-11-26,,,40~49,71
2018-11-26,,,50~59,28
2018-11-26,,,60~69,7
2018-11-26,,,70~~,1
2018-11-26,30698,,,
2018-11-27,,,~~19,81
2018-11-27,,,20~29,223
2018-11-27,,,30~39,81
2018-11-27,,,40~49,49
2018-11-27,,,50~59,15
2018-11-27,,,60~69,6
2018-11-27,28806,,,
2018-11-28,,,~~19,101
2018-11-28,,,20~29,278
2018-11-28,,,30~39,96
2018-11-28,,,40~49,62
2018-11-28,,,50~59,22
2018-11-28,,,60~69,8
2018-11-28,29177,,,
2018-11-29,,,~~19,114
2018-11-29,,,20~29,231
2018-11-29,,,30~39,98
2018-11-29,,,40~49,67
2018-11-29,,,50~59,27
2018-11-29,,,60~69,4
2018-11-29,,,70~~,1
2018-11-29,28977,,,
2018-11-30,,,~~19,128
2018-11-30,,,20~29,272
2018-11-30,,,30~39,102
2018-11-30,,,40~49,57
2018-11-30,,,50~59,31
2018-11-30,,,60~69,6
2018-11-30,,,70~~,2
2018-11-30,28557,,,
2018-12-01,,,~~19,180
2018-12-01,,,20~29,518
2018-12-01,,,30~39,166
2018-12-01,,,40~49,86
2018-12-01,,,50~59,38
2018-12-01,,,60~69,12
2018-12-01,,,70~~,2
2018-12-01,24622,,,
2018-12-02,,,~~19,197
2018-12-02,,,20~29,529
2018-12-02,,,30~39,191
2018-12-02,,,40~49,94
2018-12-02,,,50~59,40
2018-12-02,,,60~69,6
2018-12-02,,,70~~,1
2018-12-02,23035,,,
2018-12-03,,,~~19,59
2018-12-03,,,20~29,144
2018-12-03,,,30~39,71
2018-12-03,,,40~49,40
2018-12-03,,,50~59,15
2018-12-03,,,60~69,9
2018-12-03,,,70~~,1
2018-12-03,10638,,,
2018-12-04,,,~~19,89
2018-12-04,,,20~29,210
2018-12-04,,,30~39,72
2018-12-04,,,40~49,36
2018-12-04,,,50~59,18
2018-12-04,,,60~69,2
2018-12-04,20029,,,
2018-12-05,,,~~19,75
2018-12-05,,,20~29,187
2018-12-05,,,30~39,70
2018-12-05,,,40~49,66
2018-12-05,,,50~59,20
2018-12-05,,,60~69,10
2018-12-05,,,70~~,2
2018-12-05,23535,,,
2018-12-06,,,~~19,92
2018-12-06,,,20~29,170
2018-12-06,,,30~39,59
2018-12-06,,,40~49,48
2018-12-06,,,50~59,10
2018-12-06,,,60~69,6
2018-12-06,,,70~~,1
2018-12-06,23788,,,
2018-12-07,,,~~19,33
2018-12-07,,,20~29,72
2018-12-07,,,30~39,36
2018-12-07,,,40~49,22
2018-12-07,,,50~59,5
2018-12-07,,,60~69,5
2018-12-07,,,70~~,2
2018-12-07,15148,,,
2018-12-08,,,~~19,40
2018-12-08,,,20~29,82
2018-12-08,,,30~39,39
2018-12-08,,,40~49,19
2018-12-08,,,50~59,6
2018-12-08,,,60~69,1
2018-12-08,9824,,,
2018-12-09,,,~~19,40
2018-12-09,,,20~29,93
2018-12-09,,,30~39,30
2018-12-09,,,40~49,16
2018-12-09,,,50~59,16
2018-12-09,,,60~69,2
2018-12-09,8749,,,
2018-12-10,,,~~19,37
2018-12-10,,,20~29,105
2018-12-10,,,30~39,45
2018-12-10,,,40~49,33
2018-12-10,,,50~59,9
2018-12-10,,,60~69,2
2018-12-10,17987,,,
2018-12-11,,,~~19,44
2018-12-11,,,20~29,121
2018-12-11,,,30~39,66
2018-12-11,,,40~49,45
2018-12-11,,,50~59,18
2018-12-11,,,60~69,4
2018-12-11,,,70~~,2
2018-12-11,20805,,,
2018-12-12,,,~~19,58
2018-12-12,,,20~29,109
2018-12-12,,,30~39,60
2018-12-12,,,40~49,25
2018-12-12,,,50~59,9
2018-12-12,,,60~69,2
2018-12-12,19339,,,
2018-12-13,,,~~19,15
2018-12-13,,,20~29,68
2018-12-13,,,30~39,27
2018-12-13,,,40~49,29
2018-12-13,,,50~59,6
2018-12-13,,,60~69,7
2018-12-13,11765,,,
2018-12-14,,,~~19,49
2018-12-14,,,20~29,83
2018-12-14,,,30~39,46
2018-12-14,,,40~49,20
2018-12-14,,,50~59,15
2018-12-14,,,60~69,1
2018-12-14,14932,,,
2018-12-15,,,~~19,61
2018-12-15,,,20~29,149
2018-12-15,,,30~39,45
2018-12-15,,,40~49,36
2018-12-15,,,50~59,15
2018-12-15,,,60~69,7
2018-12-15,12720,,,
2018-12-16,,,~~19,63
2018-12-16,,,20~29,156
2018-12-16,,,30~39,42
2018-12-16,,,40~49,34
2018-12-16,,,50~59,16
2018-12-16,,,60~69,4
2018-12-16,10783,,,
2018-12-17,,,~~19,57
2018-12-17,,,20~29,155
2018-12-17,,,30~39,51
2018-12-17,,,40~49,40
2018-12-17,,,50~59,13
2018-12-17,,,60~69,3
2018-12-17,,,70~~,2
2018-12-17,17449,,,
2018-12-18,,,~~19,75
2018-12-18,,,20~29,186
2018-12-18,,,30~39,71
2018-12-18,,,40~49,62
2018-12-18,,,50~59,21
2018-12-18,,,60~69,1
2018-12-18,20917,,,
2018-12-19,,,~~19,92
2018-12-19,,,20~29,186
2018-12-19,,,30~39,75
2018-12-19,,,40~49,55
2018-12-19,,,50~59,18
2018-12-19,,,60~69,3
2018-12-19,21970,,,
2018-12-20,,,~~19,99
2018-12-20,,,20~29,253
2018-12-20,,,30~39,104
2018-12-20,,,40~49,56
2018-12-20,,,50~59,24
2018-12-20,,,60~69,2
2018-12-20,,,70~~,1
2018-12-20,22881,,,
2018-12-21,,,~~19,125
2018-12-21,,,20~29,416
2018-12-21,,,30~39,160
2018-12-21,,,40~49,70
2018-12-21,,,50~59,21
2018-12-21,,,60~69,5
2018-12-21,,,70~~,1
2018-12-21,23422,,,
2018-12-22,,,~~19,118
2018-12-22,,,20~29,349
2018-12-22,,,30~39,101
2018-12-22,,,40~49,45
2018-12-22,,,50~59,17
2018-12-22,,,60~69,6
2018-12-22,17127,,,
2018-12-23,,,~~19,131
2018-12-23,,,20~29,273
2018-12-23,,,30~39,89
2018-12-23,,,40~49,68
2018-12-23,,,50~59,27
2018-12-23,,,60~69,8
2018-12-23,,,70~~,3
2018-12-23,13601,,,
2018-12-24,,,~~19,74
2018-12-24,,,20~29,155
2018-12-24,,,30~39,61
2018-12-24,,,40~49,37
2018-12-24,,,50~59,9
2018-12-24,,,60~69,2
2018-12-24,16579,,,
2018-12-25,,,~~19,96
2018-12-25,,,20~29,242
2018-12-25,,,30~39,73
2018-12-25,,,40~49,53
2018-12-25,,,50~59,25
2018-12-25,,,60~69,7
2018-12-25,,,70~~,1
2018-12-25,12437,,,
2018-12-26,,,~~19,71
2018-12-26,,,20~29,176
2018-12-26,,,30~39,41
2018-12-26,,,40~49,24
2018-12-26,,,50~59,21
2018-12-26,,,60~69,3
2018-12-26,,,70~~,2
2018-12-26,17112,,,
2018-12-27,,,~~19,26
2018-12-27,,,20~29,78
2018-12-27,,,30~39,25
2018-12-27,,,40~49,15
2018-12-27,,,50~59,9
2018-12-27,,,60~69,6
2018-12-27,11325,,,
2018-12-28,,,~~19,22
2018-12-28,,,20~29,66
2018-12-28,,,30~39,36
2018-12-28,,,40~49,20
2018-12-28,,,50~59,6
2018-12-28,10445,,,
2018-12-29,,,~~19,24
2018-12-29,,,20~29,73
2018-12-29,,,30~39,43
2018-12-29,,,40~49,20
2018-12-29,,,50~59,6
2018-12-29,,,60~69,2
2018-12-29,8083,,,
2018-12-30,,,~~19,31
2018-12-30,,,20~29,110
2018-12-30,,,30~39,46
2018-12-30,,,40~49,21
2018-12-30,,,50~59,13
2018-12-30,,,60~69,1
2018-12-30,,,70~~,1
2018-12-30,7864,,,
2018-12-31,,,~~19,49
2018-12-31,,,20~29,112
2018-12-31,,,30~39,49
2018-12-31,,,40~49,22
2018-12-31,,,50~59,10
2018-12-31,,,60~69,2
2018-12-31,,,70~~,1
2018-12-31,11911,,,
2019-01-01,8601,,,
2019-01-02,14360,,,
2019-01-03,16344,,,
2019-01-04,17308,,,
2019-01-05,12380,,,
2019-01-06,11094,,,
2019-01-07,16795,,,
2019-01-08,15833,,,
2019-01-09,15819,,,
2019-01-10,17894,,,
2019-01-11,19271,,,
2019-01-12,14519,,,
2019-01-13,11751,,,
2019-01-14,14818,,,
2019-01-15,14761,,,
2019-01-16,15823,,,
2019-01-17,17960,,,
2019-01-18,18901,,,
2019-01-19,14883,,,
2019-01-20,11191,,,
2019-01-21,17240,,,
2019-01-22,19885,,,
2019-01-23,19163,,,
2019-01-24,20057,,,
2019-01-25,18159,,,
2019-01-26,13203,,,
2019-01-27,12440,,,
2019-01-28,17317,,,
2019-01-29,19477,,,
2019-01-30,20677,,,
2019-01-31,17649,,,
2019-02-01,17696,,,
2019-02-02,13742,,,
2019-02-03,2010,,,
2019-02-04,8562,,,
2019-02-05,9119,,,
2019-02-06,13694,,,
2019-02-07,14533,,,
2019-02-08,14782,,,
2019-02-09,11760,,,
2019-02-10,9759,,,
2019-02-11,16881,,,
2019-02-12,18862,,,
2019-02-13,18411,,,
2019-02-14,19376,,,
2019-02-15,9213,,,
2019-02-16,12641,,,
2019-02-17,13390,,,
2019-02-18,19916,,,
2019-02-19,11689,,,
2019-02-20,19572,,,
2019-02-21,20995,,,
2019-02-22,21727,,,
2019-02-23,23742,,,
2019-02-24,21933,,,
2019-02-25,23445,,,
2019-02-26,28010,,,
2019-02-27,28652,,,
2019-02-28,27431,,,
2019-03-01,21751,,,
2019-03-02,22503,,,
2019-03-03,24382,,,
2019-03-04,26887,,,
2019-03-05,24042,,,
2019-03-06,25379,,,
2019-03-07,31156,,,
2019-03-08,33073,,,
2019-03-09,32421,,,
2019-03-10,31050,,,
2019-03-11,28539,,,
2019-03-12,25537,,,
2019-03-13,28653,,,
2019-03-14,30997,,,
2019-03-15,20481,,,
2019-03-16,26057,,,
2019-03-17,35622,,,
2019-03-18,36313,,,
2019-03-19,39908,,,
2019-03-20,16204,,,
2019-03-21,26455,,,
2019-03-22,32363,,,
2019-03-23,21696,,,
2019-03-24,31622,,,
2019-03-25,34226,,,
2019-03-26,42644,,,
2019-03-27,35832,,,
2019-03-28,38806,,,
2019-03-29,43893,,,
2019-03-30,14001,,,
2019-03-31,22326,,,
